,RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session2,Session2Date,Session3,Session3Date,Session4,Session4Date,Session5,Session5Date,F1ApiSupport,Year
117,7,Italy,Monza,,1963-09-08 00:00:00,Italian Grand Prix,conventional,Practice 1,1963-09-06,Practice 2,1963-09-06,Practice 3,1963-09-07,Qualifying,1963-09-07,Race,1963-09-08 00:00:00,False,1963
118,8,USA,New York State,,1963-10-06 00:00:00,United States Grand Prix,conventional,Practice 1,1963-10-04,Practice 2,1963-10-04,Practice 3,1963-10-05,Qualifying,1963-10-05,Race,1963-10-06 00:00:00,False,1963
119,9,Mexico,Mexico City,,1963-10-27 00:00:00,Mexican Grand Prix,conventional,Practice 1,1963-10-25,Practice 2,1963-10-25,Practice 3,1963-10-26,Qualifying,1963-10-26,Race,1963-10-27 00:00:00,False,1963
120,10,South Africa,Eastern Cape Province,,1963-12-28 00:00:00,South African Grand Prix,conventional,Practice 1,1963-12-26,Practice 2,1963-12-26,Practice 3,1963-12-27,Qualifying,1963-12-27,Race,1963-12-28 00:00:00,False,1963
121,1,Monaco,Monte-Carlo,,1964-05-10 00:00:00,Monaco Grand Prix,conventional,Practice 1,1964-05-08,Practice 2,1964-05-08,Practice 3,1964-05-09,Qualifying,1964-05-09,Race,1964-05-10 00:00:00,False,1964
122,2,Netherlands,Zandvoort,,1964-05-24 00:00:00,Dutch Grand Prix,conventional,Practice 1,1964-05-22,Practice 2,1964-05-22,Practice 3,1964-05-23,Qualifying,1964-05-23,Race,1964-05-24 00:00:00,False,1964
123,3,Belgium,Spa,,1964-06-14 00:00:00,Belgian Grand Prix,conventional,Practice 1,1964-06-12,Practice 2,1964-06-12,Practice 3,1964-06-13,Qualifying,1964-06-13,Race,1964-06-14 00:00:00,False,1964
124,4,France,Rouen,,1964-06-28 00:00:00,French Grand Prix,conventional,Practice 1,1964-06-26,Practice 2,1964-06-26,Practice 3,1964-06-27,Qualifying,1964-06-27,Race,1964-06-28 00:00:00,False,1964
125,5,UK,Kent,,1964-07-11 00:00:00,British Grand Prix,conventional,Practice 1,1964-07-09,Practice 2,1964-07-09,Practice 3,1964-07-10,Qualifying,1964-07-10,Race,1964-07-11 00:00:00,False,1964
126,6,Germany,Nürburg,,1964-08-02 00:00:00,German Grand Prix,conventional,Practice 1,1964-07-31,Practice 2,1964-07-31,Practice 3,1964-08-01,Qualifying,1964-08-01,Race,1964-08-02 00:00:00,False,1964
127,7,Austria,Styria,,1964-08-23 00:00:00,Austrian Grand Prix,conventional,Practice 1,1964-08-21,Practice 2,1964-08-21,Practice 3,1964-08-22,Qualifying,1964-08-22,Race,1964-08-23 00:00:00,False,1964
128,8,Italy,Monza,,1964-09-06 00:00:00,Italian Grand Prix,conventional,Practice 1,1964-09-04,Practice 2,1964-09-04,Practice 3,1964-09-05,Qualifying,1964-09-05,Race,1964-09-06 00:00:00,False,1964
129,9,USA,New York State,,1964-10-04 00:00:00,United States Grand Prix,conventional,Practice 1,1964-10-02,Practice 2,1964-10-02,Practice 3,1964-10-03,Qualifying,1964-10-03,Race,1964-10-04 00:00:00,False,1964
130,10,Mexico,Mexico City,,1964-10-25 00:00:00,Mexican Grand Prix,conventional,Practice 1,1964-10-23,Practice 2,1964-10-23,Practice 3,1964-10-24,Qualifying,1964-10-24,Race,1964-10-25 00:00:00,False,1964
131,1,South Africa,Eastern Cape Province,,1965-01-01 00:00:00,South African Grand Prix,conventional,Practice 1,1964-12-30,Practice 2,1964-12-30,Practice 3,1964-12-31,Qualifying,1964-12-31,Race,1965-01-01 00:00:00,False,1965
132,2,Monaco,Monte-Carlo,,1965-05-30 00:00:00,Monaco Grand Prix,conventional,Practice 1,1965-05-28,Practice 2,1965-05-28,Practice 3,1965-05-29,Qualifying,1965-05-29,Race,1965-05-30 00:00:00,False,1965
133,3,Belgium,Spa,,1965-06-13 00:00:00,Belgian Grand Prix,conventional,Practice 1,1965-06-11,Practice 2,1965-06-11,Practice 3,1965-06-12,Qualifying,1965-06-12,Race,1965-06-13 00:00:00,False,1965
134,4,France,Clermont-Ferrand,,1965-06-27 00:00:00,French Grand Prix,conventional,Practice 1,1965-06-25,Practice 2,1965-06-25,Practice 3,1965-06-26,Qualifying,1965-06-26,Race,1965-06-27 00:00:00,False,1965
135,5,UK,Silverstone,,1965-07-10 00:00:00,British Grand Prix,conventional,Practice 1,1965-07-08,Practice 2,1965-07-08,Practice 3,1965-07-09,Qualifying,1965-07-09,Race,1965-07-10 00:00:00,False,1965
136,6,Netherlands,Zandvoort,,1965-07-18 00:00:00,Dutch Grand Prix,conventional,Practice 1,1965-07-16,Practice 2,1965-07-16,Practice 3,1965-07-17,Qualifying,1965-07-17,Race,1965-07-18 00:00:00,False,1965
137,7,Germany,Nürburg,,1965-08-01 00:00:00,German Grand Prix,conventional,Practice 1,1965-07-30,Practice 2,1965-07-30,Practice 3,1965-07-31,Qualifying,1965-07-31,Race,1965-08-01 00:00:00,False,1965
138,8,Italy,Monza,,1965-09-12 00:00:00,Italian Grand Prix,conventional,Practice 1,1965-09-10,Practice 2,1965-09-10,Practice 3,1965-09-11,Qualifying,1965-09-11,Race,1965-09-12 00:00:00,False,1965
139,9,USA,New York State,,1965-10-03 00:00:00,United States Grand Prix,conventional,Practice 1,1965-10-01,Practice 2,1965-10-01,Practice 3,1965-10-02,Qualifying,1965-10-02,Race,1965-10-03 00:00:00,False,1965
140,10,Mexico,Mexico City,,1965-10-24 00:00:00,Mexican Grand Prix,conventional,Practice 1,1965-10-22,Practice 2,1965-10-22,Practice 3,1965-10-23,Qualifying,1965-10-23,Race,1965-10-24 00:00:00,False,1965
141,1,Monaco,Monte-Carlo,,1966-05-22 00:00:00,Monaco Grand Prix,conventional,Practice 1,1966-05-20,Practice 2,1966-05-20,Practice 3,1966-05-21,Qualifying,1966-05-21,Race,1966-05-22 00:00:00,False,1966
142,2,Belgium,Spa,,1966-06-12 00:00:00,Belgian Grand Prix,conventional,Practice 1,1966-06-10,Practice 2,1966-06-10,Practice 3,1966-06-11,Qualifying,1966-06-11,Race,1966-06-12 00:00:00,False,1966
143,3,France,Reims,,1966-07-03 00:00:00,French Grand Prix,conventional,Practice 1,1966-07-01,Practice 2,1966-07-01,Practice 3,1966-07-02,Qualifying,1966-07-02,Race,1966-07-03 00:00:00,False,1966
144,4,UK,Kent,,1966-07-16 00:00:00,British Grand Prix,conventional,Practice 1,1966-07-14,Practice 2,1966-07-14,Practice 3,1966-07-15,Qualifying,1966-07-15,Race,1966-07-16 00:00:00,False,1966
145,5,Netherlands,Zandvoort,,1966-07-24 00:00:00,Dutch Grand Prix,conventional,Practice 1,1966-07-22,Practice 2,1966-07-22,Practice 3,1966-07-23,Qualifying,1966-07-23,Race,1966-07-24 00:00:00,False,1966
146,6,Germany,Nürburg,,1966-08-07 00:00:00,German Grand Prix,conventional,Practice 1,1966-08-05,Practice 2,1966-08-05,Practice 3,1966-08-06,Qualifying,1966-08-06,Race,1966-08-07 00:00:00,False,1966
147,7,Italy,Monza,,1966-09-04 00:00:00,Italian Grand Prix,conventional,Practice 1,1966-09-02,Practice 2,1966-09-02,Practice 3,1966-09-03,Qualifying,1966-09-03,Race,1966-09-04 00:00:00,False,1966
148,8,USA,New York State,,1966-10-02 00:00:00,United States Grand Prix,conventional,Practice 1,1966-09-30,Practice 2,1966-09-30,Practice 3,1966-10-01,Qualifying,1966-10-01,Race,1966-10-02 00:00:00,False,1966
149,9,Mexico,Mexico City,,1966-10-23 00:00:00,Mexican Grand Prix,conventional,Practice 1,1966-10-21,Practice 2,1966-10-21,Practice 3,1966-10-22,Qualifying,1966-10-22,Race,1966-10-23 00:00:00,False,1966
150,1,South Africa,Midrand,,1967-01-02 00:00:00,South African Grand Prix,conventional,Practice 1,1966-12-31,Practice 2,1966-12-31,Practice 3,1967-01-01,Qualifying,1967-01-01,Race,1967-01-02 00:00:00,False,1967
151,2,Monaco,Monte-Carlo,,1967-05-07 00:00:00,Monaco Grand Prix,conventional,Practice 1,1967-05-05,Practice 2,1967-05-05,Practice 3,1967-05-06,Qualifying,1967-05-06,Race,1967-05-07 00:00:00,False,1967
152,3,Netherlands,Zandvoort,,1967-06-04 00:00:00,Dutch Grand Prix,conventional,Practice 1,1967-06-02,Practice 2,1967-06-02,Practice 3,1967-06-03,Qualifying,1967-06-03,Race,1967-06-04 00:00:00,False,1967
153,4,Belgium,Spa,,1967-06-18 00:00:00,Belgian Grand Prix,conventional,Practice 1,1967-06-16,Practice 2,1967-06-16,Practice 3,1967-06-17,Qualifying,1967-06-17,Race,1967-06-18 00:00:00,False,1967
154,5,France,Le Mans,,1967-07-02 00:00:00,French Grand Prix,conventional,Practice 1,1967-06-30,Practice 2,1967-06-30,Practice 3,1967-07-01,Qualifying,1967-07-01,Race,1967-07-02 00:00:00,False,1967
155,6,UK,Silverstone,,1967-07-15 00:00:00,British Grand Prix,conventional,Practice 1,1967-07-13,Practice 2,1967-07-13,Practice 3,1967-07-14,Qualifying,1967-07-14,Race,1967-07-15 00:00:00,False,1967
156,7,Germany,Nürburg,,1967-08-06 00:00:00,German Grand Prix,conventional,Practice 1,1967-08-04,Practice 2,1967-08-04,Practice 3,1967-08-05,Qualifying,1967-08-05,Race,1967-08-06 00:00:00,False,1967
157,8,Canada,Ontario,,1967-08-27 00:00:00,Canadian Grand Prix,conventional,Practice 1,1967-08-25,Practice 2,1967-08-25,Practice 3,1967-08-26,Qualifying,1967-08-26,Race,1967-08-27 00:00:00,False,1967
158,9,Italy,Monza,,1967-09-10 00:00:00,Italian Grand Prix,conventional,Practice 1,1967-09-08,Practice 2,1967-09-08,Practice 3,1967-09-09,Qualifying,1967-09-09,Race,1967-09-10 00:00:00,False,1967
159,10,USA,New York State,,1967-10-01 00:00:00,United States Grand Prix,conventional,Practice 1,1967-09-29,Practice 2,1967-09-29,Practice 3,1967-09-30,Qualifying,1967-09-30,Race,1967-10-01 00:00:00,False,1967
160,11,Mexico,Mexico City,,1967-10-22 00:00:00,Mexican Grand Prix,conventional,Practice 1,1967-10-20,Practice 2,1967-10-20,Practice 3,1967-10-21,Qualifying,1967-10-21,Race,1967-10-22 00:00:00,False,1967
161,1,South Africa,Midrand,,1968-01-01 00:00:00,South African Grand Prix,conventional,Practice 1,1967-12-30,Practice 2,1967-12-30,Practice 3,1967-12-31,Qualifying,1967-12-31,Race,1968-01-01 00:00:00,False,1968
162,2,Spain,Madrid,,1968-05-12 00:00:00,Spanish Grand Prix,conventional,Practice 1,1968-05-10,Practice 2,1968-05-10,Practice 3,1968-05-11,Qualifying,1968-05-11,Race,1968-05-12 00:00:00,False,1968
163,3,Monaco,Monte-Carlo,,1968-05-26 00:00:00,Monaco Grand Prix,conventional,Practice 1,1968-05-24,Practice 2,1968-05-24,Practice 3,1968-05-25,Qualifying,1968-05-25,Race,1968-05-26 00:00:00,False,1968
164,4,Belgium,Spa,,1968-06-09 00:00:00,Belgian Grand Prix,conventional,Practice 1,1968-06-07,Practice 2,1968-06-07,Practice 3,1968-06-08,Qualifying,1968-06-08,Race,1968-06-09 00:00:00,False,1968
165,5,Netherlands,Zandvoort,,1968-06-23 00:00:00,Dutch Grand Prix,conventional,Practice 1,1968-06-21,Practice 2,1968-06-21,Practice 3,1968-06-22,Qualifying,1968-06-22,Race,1968-06-23 00:00:00,False,1968
166,6,France,Rouen,,1968-07-07 00:00:00,French Grand Prix,conventional,Practice 1,1968-07-05,Practice 2,1968-07-05,Practice 3,1968-07-06,Qualifying,1968-07-06,Race,1968-07-07 00:00:00,False,1968
167,7,UK,Kent,,1968-07-20 00:00:00,British Grand Prix,conventional,Practice 1,1968-07-18,Practice 2,1968-07-18,Practice 3,1968-07-19,Qualifying,1968-07-19,Race,1968-07-20 00:00:00,False,1968
168,8,Germany,Nürburg,,1968-08-04 00:00:00,German Grand Prix,conventional,Practice 1,1968-08-02,Practice 2,1968-08-02,Practice 3,1968-08-03,Qualifying,1968-08-03,Race,1968-08-04 00:00:00,False,1968
169,9,Italy,Monza,,1968-09-08 00:00:00,Italian Grand Prix,conventional,Practice 1,1968-09-06,Practice 2,1968-09-06,Practice 3,1968-09-07,Qualifying,1968-09-07,Race,1968-09-08 00:00:00,False,1968
170,10,Canada,Quebec,,1968-09-22 00:00:00,Canadian Grand Prix,conventional,Practice 1,1968-09-20,Practice 2,1968-09-20,Practice 3,1968-09-21,Qualifying,1968-09-21,Race,1968-09-22 00:00:00,False,1968
171,11,USA,New York State,,1968-10-06 00:00:00,United States Grand Prix,conventional,Practice 1,1968-10-04,Practice 2,1968-10-04,Practice 3,1968-10-05,Qualifying,1968-10-05,Race,1968-10-06 00:00:00,False,1968
172,12,Mexico,Mexico City,,1968-11-03 00:00:00,Mexican Grand Prix,conventional,Practice 1,1968-11-01,Practice 2,1968-11-01,Practice 3,1968-11-02,Qualifying,1968-11-02,Race,1968-11-03 00:00:00,False,1968
173,1,South Africa,Midrand,,1969-03-01 00:00:00,South African Grand Prix,conventional,Practice 1,1969-02-27,Practice 2,1969-02-27,Practice 3,1969-02-28,Qualifying,1969-02-28,Race,1969-03-01 00:00:00,False,1969
174,2,Spain,Barcelona,,1969-05-04 00:00:00,Spanish Grand Prix,conventional,Practice 1,1969-05-02,Practice 2,1969-05-02,Practice 3,1969-05-03,Qualifying,1969-05-03,Race,1969-05-04 00:00:00,False,1969
175,3,Monaco,Monte-Carlo,,1969-05-18 00:00:00,Monaco Grand Prix,conventional,Practice 1,1969-05-16,Practice 2,1969-05-16,Practice 3,1969-05-17,Qualifying,1969-05-17,Race,1969-05-18 00:00:00,False,1969
176,4,Netherlands,Zandvoort,,1969-06-21 00:00:00,Dutch Grand Prix,conventional,Practice 1,1969-06-19,Practice 2,1969-06-19,Practice 3,1969-06-20,Qualifying,1969-06-20,Race,1969-06-21 00:00:00,False,1969
177,5,France,Clermont-Ferrand,,1969-07-06 00:00:00,French Grand Prix,conventional,Practice 1,1969-07-04,Practice 2,1969-07-04,Practice 3,1969-07-05,Qualifying,1969-07-05,Race,1969-07-06 00:00:00,False,1969
178,6,UK,Silverstone,,1969-07-19 00:00:00,British Grand Prix,conventional,Practice 1,1969-07-17,Practice 2,1969-07-17,Practice 3,1969-07-18,Qualifying,1969-07-18,Race,1969-07-19 00:00:00,False,1969
179,7,Germany,Nürburg,,1969-08-03 00:00:00,German Grand Prix,conventional,Practice 1,1969-08-01,Practice 2,1969-08-01,Practice 3,1969-08-02,Qualifying,1969-08-02,Race,1969-08-03 00:00:00,False,1969
180,8,Italy,Monza,,1969-09-07 00:00:00,Italian Grand Prix,conventional,Practice 1,1969-09-05,Practice 2,1969-09-05,Practice 3,1969-09-06,Qualifying,1969-09-06,Race,1969-09-07 00:00:00,False,1969
181,9,Canada,Ontario,,1969-09-20 00:00:00,Canadian Grand Prix,conventional,Practice 1,1969-09-18,Practice 2,1969-09-18,Practice 3,1969-09-19,Qualifying,1969-09-19,Race,1969-09-20 00:00:00,False,1969
182,10,USA,New York State,,1969-10-05 00:00:00,United States Grand Prix,conventional,Practice 1,1969-10-03,Practice 2,1969-10-03,Practice 3,1969-10-04,Qualifying,1969-10-04,Race,1969-10-05 00:00:00,False,1969
183,11,Mexico,Mexico City,,1969-10-19 00:00:00,Mexican Grand Prix,conventional,Practice 1,1969-10-17,Practice 2,1969-10-17,Practice 3,1969-10-18,Qualifying,1969-10-18,Race,1969-10-19 00:00:00,False,1969
184,1,South Africa,Midrand,,1970-03-07 00:00:00,South African Grand Prix,conventional,Practice 1,1970-03-05,Practice 2,1970-03-05,Practice 3,1970-03-06,Qualifying,1970-03-06,Race,1970-03-07 00:00:00,False,1970
185,2,Spain,Madrid,,1970-04-19 00:00:00,Spanish Grand Prix,conventional,Practice 1,1970-04-17,Practice 2,1970-04-17,Practice 3,1970-04-18,Qualifying,1970-04-18,Race,1970-04-19 00:00:00,False,1970
186,3,Monaco,Monte-Carlo,,1970-05-10 00:00:00,Monaco Grand Prix,conventional,Practice 1,1970-05-08,Practice 2,1970-05-08,Practice 3,1970-05-09,Qualifying,1970-05-09,Race,1970-05-10 00:00:00,False,1970
187,4,Belgium,Spa,,1970-06-07 00:00:00,Belgian Grand Prix,conventional,Practice 1,1970-06-05,Practice 2,1970-06-05,Practice 3,1970-06-06,Qualifying,1970-06-06,Race,1970-06-07 00:00:00,False,1970
188,5,Netherlands,Zandvoort,,1970-06-21 00:00:00,Dutch Grand Prix,conventional,Practice 1,1970-06-19,Practice 2,1970-06-19,Practice 3,1970-06-20,Qualifying,1970-06-20,Race,1970-06-21 00:00:00,False,1970
189,6,France,Clermont-Ferrand,,1970-07-05 00:00:00,French Grand Prix,conventional,Practice 1,1970-07-03,Practice 2,1970-07-03,Practice 3,1970-07-04,Qualifying,1970-07-04,Race,1970-07-05 00:00:00,False,1970
190,7,UK,Kent,,1970-07-18 00:00:00,British Grand Prix,conventional,Practice 1,1970-07-16,Practice 2,1970-07-16,Practice 3,1970-07-17,Qualifying,1970-07-17,Race,1970-07-18 00:00:00,False,1970
191,8,Germany,Hockenheim,,1970-08-02 00:00:00,German Grand Prix,conventional,Practice 1,1970-07-31,Practice 2,1970-07-31,Practice 3,1970-08-01,Qualifying,1970-08-01,Race,1970-08-02 00:00:00,False,1970
192,9,Austria,Spielberg,,1970-08-16 00:00:00,Austrian Grand Prix,conventional,Practice 1,1970-08-14,Practice 2,1970-08-14,Practice 3,1970-08-15,Qualifying,1970-08-15,Race,1970-08-16 00:00:00,False,1970
193,10,Italy,Monza,,1970-09-06 00:00:00,Italian Grand Prix,conventional,Practice 1,1970-09-04,Practice 2,1970-09-04,Practice 3,1970-09-05,Qualifying,1970-09-05,Race,1970-09-06 00:00:00,False,1970
194,11,Canada,Quebec,,1970-09-20 00:00:00,Canadian Grand Prix,conventional,Practice 1,1970-09-18,Practice 2,1970-09-18,Practice 3,1970-09-19,Qualifying,1970-09-19,Race,1970-09-20 00:00:00,False,1970
195,12,USA,New York State,,1970-10-04 00:00:00,United States Grand Prix,conventional,Practice 1,1970-10-02,Practice 2,1970-10-02,Practice 3,1970-10-03,Qualifying,1970-10-03,Race,1970-10-04 00:00:00,False,1970
196,13,Mexico,Mexico City,,1970-10-25 00:00:00,Mexican Grand Prix,conventional,Practice 1,1970-10-23,Practice 2,1970-10-23,Practice 3,1970-10-24,Qualifying,1970-10-24,Race,1970-10-25 00:00:00,False,1970
197,1,South Africa,Midrand,,1971-03-06 00:00:00,South African Grand Prix,conventional,Practice 1,1971-03-04,Practice 2,1971-03-04,Practice 3,1971-03-05,Qualifying,1971-03-05,Race,1971-03-06 00:00:00,False,1971
198,2,Spain,Barcelona,,1971-04-18 00:00:00,Spanish Grand Prix,conventional,Practice 1,1971-04-16,Practice 2,1971-04-16,Practice 3,1971-04-17,Qualifying,1971-04-17,Race,1971-04-18 00:00:00,False,1971
199,3,Monaco,Monte-Carlo,,1971-05-23 00:00:00,Monaco Grand Prix,conventional,Practice 1,1971-05-21,Practice 2,1971-05-21,Practice 3,1971-05-22,Qualifying,1971-05-22,Race,1971-05-23 00:00:00,False,1971
200,4,Netherlands,Zandvoort,,1971-06-20 00:00:00,Dutch Grand Prix,conventional,Practice 1,1971-06-18,Practice 2,1971-06-18,Practice 3,1971-06-19,Qualifying,1971-06-19,Race,1971-06-20 00:00:00,False,1971
201,5,France,Le Castellet,,1971-07-04 00:00:00,French Grand Prix,conventional,Practice 1,1971-07-02,Practice 2,1971-07-02,Practice 3,1971-07-03,Qualifying,1971-07-03,Race,1971-07-04 00:00:00,False,1971
202,6,UK,Silverstone,,1971-07-17 00:00:00,British Grand Prix,conventional,Practice 1,1971-07-15,Practice 2,1971-07-15,Practice 3,1971-07-16,Qualifying,1971-07-16,Race,1971-07-17 00:00:00,False,1971
203,7,Germany,Nürburg,,1971-08-01 00:00:00,German Grand Prix,conventional,Practice 1,1971-07-30,Practice 2,1971-07-30,Practice 3,1971-07-31,Qualifying,1971-07-31,Race,1971-08-01 00:00:00,False,1971
204,8,Austria,Spielberg,,1971-08-15 00:00:00,Austrian Grand Prix,conventional,Practice 1,1971-08-13,Practice 2,1971-08-13,Practice 3,1971-08-14,Qualifying,1971-08-14,Race,1971-08-15 00:00:00,False,1971
205,9,Italy,Monza,,1971-09-05 00:00:00,Italian Grand Prix,conventional,Practice 1,1971-09-03,Practice 2,1971-09-03,Practice 3,1971-09-04,Qualifying,1971-09-04,Race,1971-09-05 00:00:00,False,1971
206,10,Canada,Ontario,,1971-09-19 00:00:00,Canadian Grand Prix,conventional,Practice 1,1971-09-17,Practice 2,1971-09-17,Practice 3,1971-09-18,Qualifying,1971-09-18,Race,1971-09-19 00:00:00,False,1971
207,11,USA,New York State,,1971-10-03 00:00:00,United States Grand Prix,conventional,Practice 1,1971-10-01,Practice 2,1971-10-01,Practice 3,1971-10-02,Qualifying,1971-10-02,Race,1971-10-03 00:00:00,False,1971
208,1,Argentina,Buenos Aires,,1972-01-23 00:00:00,Argentine Grand Prix,conventional,Practice 1,1972-01-21,Practice 2,1972-01-21,Practice 3,1972-01-22,Qualifying,1972-01-22,Race,1972-01-23 00:00:00,False,1972
209,2,South Africa,Midrand,,1972-03-04 00:00:00,South African Grand Prix,conventional,Practice 1,1972-03-02,Practice 2,1972-03-02,Practice 3,1972-03-03,Qualifying,1972-03-03,Race,1972-03-04 00:00:00,False,1972
210,3,Spain,Madrid,,1972-05-01 00:00:00,Spanish Grand Prix,conventional,Practice 1,1972-04-29,Practice 2,1972-04-29,Practice 3,1972-04-30,Qualifying,1972-04-30,Race,1972-05-01 00:00:00,False,1972
211,4,Monaco,Monte-Carlo,,1972-05-14 00:00:00,Monaco Grand Prix,conventional,Practice 1,1972-05-12,Practice 2,1972-05-12,Practice 3,1972-05-13,Qualifying,1972-05-13,Race,1972-05-14 00:00:00,False,1972
212,5,Belgium,Brussels,,1972-06-04 00:00:00,Belgian Grand Prix,conventional,Practice 1,1972-06-02,Practice 2,1972-06-02,Practice 3,1972-06-03,Qualifying,1972-06-03,Race,1972-06-04 00:00:00,False,1972
213,6,France,Clermont-Ferrand,,1972-07-02 00:00:00,French Grand Prix,conventional,Practice 1,1972-06-30,Practice 2,1972-06-30,Practice 3,1972-07-01,Qualifying,1972-07-01,Race,1972-07-02 00:00:00,False,1972
214,7,UK,Kent,,1972-07-15 00:00:00,British Grand Prix,conventional,Practice 1,1972-07-13,Practice 2,1972-07-13,Practice 3,1972-07-14,Qualifying,1972-07-14,Race,1972-07-15 00:00:00,False,1972
215,8,Germany,Nürburg,,1972-07-30 00:00:00,German Grand Prix,conventional,Practice 1,1972-07-28,Practice 2,1972-07-28,Practice 3,1972-07-29,Qualifying,1972-07-29,Race,1972-07-30 00:00:00,False,1972
216,9,Austria,Spielberg,,1972-08-13 00:00:00,Austrian Grand Prix,conventional,Practice 1,1972-08-11,Practice 2,1972-08-11,Practice 3,1972-08-12,Qualifying,1972-08-12,Race,1972-08-13 00:00:00,False,1972
217,10,Italy,Monza,,1972-09-10 00:00:00,Italian Grand Prix,conventional,Practice 1,1972-09-08,Practice 2,1972-09-08,Practice 3,1972-09-09,Qualifying,1972-09-09,Race,1972-09-10 00:00:00,False,1972
218,11,Canada,Ontario,,1972-09-24 00:00:00,Canadian Grand Prix,conventional,Practice 1,1972-09-22,Practice 2,1972-09-22,Practice 3,1972-09-23,Qualifying,1972-09-23,Race,1972-09-24 00:00:00,False,1972
219,12,USA,New York State,,1972-10-08 00:00:00,United States Grand Prix,conventional,Practice 1,1972-10-06,Practice 2,1972-10-06,Practice 3,1972-10-07,Qualifying,1972-10-07,Race,1972-10-08 00:00:00,False,1972
220,1,Argentina,Buenos Aires,,1973-01-28 00:00:00,Argentine Grand Prix,conventional,Practice 1,1973-01-26,Practice 2,1973-01-26,Practice 3,1973-01-27,Qualifying,1973-01-27,Race,1973-01-28 00:00:00,False,1973
221,2,Brazil,São Paulo,,1973-02-11 00:00:00,Brazilian Grand Prix,conventional,Practice 1,1973-02-09,Practice 2,1973-02-09,Practice 3,1973-02-10,Qualifying,1973-02-10,Race,1973-02-11 00:00:00,False,1973
222,3,South Africa,Midrand,,1973-03-03 00:00:00,South African Grand Prix,conventional,Practice 1,1973-03-01,Practice 2,1973-03-01,Practice 3,1973-03-02,Qualifying,1973-03-02,Race,1973-03-03 00:00:00,False,1973
223,4,Spain,Barcelona,,1973-04-29 00:00:00,Spanish Grand Prix,conventional,Practice 1,1973-04-27,Practice 2,1973-04-27,Practice 3,1973-04-28,Qualifying,1973-04-28,Race,1973-04-29 00:00:00,False,1973
224,5,Belgium,Heusden-Zolder,,1973-05-20 00:00:00,Belgian Grand Prix,conventional,Practice 1,1973-05-18,Practice 2,1973-05-18,Practice 3,1973-05-19,Qualifying,1973-05-19,Race,1973-05-20 00:00:00,False,1973
